id,account_id,instrument_symbol,side,quantity,price,filled_at,order_id,liquidity,commission_usd
FIL-500243,ACC-1006,MES,BUY,3,5609.50,2026-08-21T17:31:54Z,ORD-900086,taker,2.10
FIL-500244,ACC-1009,GC,BUY,3,2478.30,2026-08-21T17:34:24Z,ORD-900123,taker,6.30
FIL-500245,ACC-1015,MNQ,SELL,6,19700.50,2026-08-21T17:38:56Z,ORD-900159,taker,4.20
FIL-500246,ACC-1009,GC,SELL,3,2478.10,2026-08-21T17:41:24Z,ORD-900124,taker,6.30
FIL-500247,ACC-1008,6E,SELL,2,1.1029,2026-08-21T17:43:48Z,ORD-900105,taker,4.96
FIL-500248,ACC-1008,6E,SELL,2,1.1029,2026-08-21T17:43:51Z,ORD-900105,taker,4.96
FIL-500249,ACC-1017,MES,BUY,10,5610.00,2026-08-21T17:50:45Z,ORD-900218,taker,7.00
FIL-500250,ACC-1018,MNQ,BUY,5,19700.25,2026-08-21T17:53:24Z,ORD-900227,taker,3.50
FIL-500251,ACC-1017,MES,SELL,5,5608.00,2026-08-21T17:53:59Z,ORD-900214,maker,3.50
FIL-500252,ACC-1008,6E,BUY,4,1.10295,2026-08-21T18:00:48Z,ORD-900106,maker,9.92
FIL-500253,ACC-1001,MES,BUY,8,5611.75,2026-08-21T18:10:44Z,ORD-900016,taker,5.60
FIL-500254,ACC-1005,MCL,BUY,3,73.40,2026-08-21T18:22:08Z,ORD-900059,maker,2.10
FIL-500255,ACC-1018,MNQ,SELL,5,19701.50,2026-08-21T18:30:24Z,ORD-900228,taker,3.50
FIL-500256,ACC-1015,MNQ,BUY,6,19699.25,2026-08-21T18:30:56Z,ORD-900160,maker,4.20
FIL-500257,ACC-1004,MES,BUY,8,5611.25,2026-08-21T18:34:33Z,ORD-900055,maker,5.60
FIL-500258,ACC-1004,MES,SELL,8,5610.50,2026-08-21T18:44:33Z,ORD-900056,taker,5.60
FIL-500259,ACC-1005,MCL,SELL,3,73.37,2026-08-21T19:14:08Z,ORD-900060,taker,2.10
FIL-500260,ACC-1015,MES,BUY,3,5629.75,2026-08-23T23:22:53Z,ORD-900411,taker,2.10
FIL-500261,ACC-1001,MCL,BUY,5,73.70,2026-08-23T23:33:46Z,ORD-900231,taker,3.50
FIL-500262,ACC-1009,GC,BUY,3,2486.60,2026-08-23T23:33:51Z,ORD-900343,taker,6.30
FIL-500263,ACC-1015,MES,SELL,3,5631.75,2026-08-23T23:43:53Z,ORD-900412,taker,2.10
FIL-500264,ACC-1017,MES,BUY,3,5628.00,2026-08-24T00:07:13Z,ORD-900447,maker,2.10
FIL-500265,ACC-1017,MES,BUY,3,5628.00,2026-08-24T00:07:17Z,ORD-900447,maker,2.10
FIL-500266,ACC-1017,MES,SELL,6,5626.50,2026-08-24T00:12:13Z,ORD-900448,taker,4.20
FIL-500267,ACC-1001,MCL,SELL,5,73.66,2026-08-24T00:12:46Z,ORD-900232,taker,3.50
FIL-500268,ACC-1004,MES,BUY,8,5631.00,2026-08-24T00:15:28Z,ORD-900275,taker,5.60
FIL-500269,ACC-1004,MES,SELL,3,5629.50,2026-08-24T00:26:11Z,ORD-900281,taker,2.10
FIL-500270,ACC-1009,GC,SELL,3,2486.40,2026-08-24T00:26:51Z,ORD-900344,taker,6.30
FIL-500271,ACC-1017,MES,SELL,2,5631.00,2026-08-24T00:27:48Z,ORD-900435,maker,1.40
FIL-500272,ACC-1017,MES,SELL,3,5631.00,2026-08-24T00:27:50Z,ORD-900435,taker,2.10
FIL-500273,ACC-1009,GC,BUY,3,2486.30,2026-08-24T00:34:44Z,ORD-900347,taker,6.30
FIL-500274,ACC-1003,MNQ,BUY,2,19768.25,2026-08-24T00:36:10Z,ORD-900253,taker,1.40
FIL-500275,ACC-1003,MNQ,BUY,3,19768.25,2026-08-24T00:36:11Z,ORD-900253,maker,2.10
FIL-500276,ACC-1009,GC,SELL,3,2486.60,2026-08-24T00:56:44Z,ORD-900348,maker,6.30
FIL-500277,ACC-1004,MES,BUY,3,5630.00,2026-08-24T00:57:11Z,ORD-900282,taker,2.10
FIL-500278,ACC-1004,MES,SELL,8,5630.00,2026-08-24T01:08:28Z,ORD-900276,maker,5.60
FIL-500279,ACC-1005,MCL,BUY,5,73.66,2026-08-24T01:14:01Z,ORD-900295,maker,3.50
FIL-500280,ACC-1017,MES,BUY,5,5631.50,2026-08-24T01:17:48Z,ORD-900436,taker,3.50
FIL-500281,ACC-1009,GC,BUY,1,2486.90,2026-08-24T01:24:10Z,ORD-900339,maker,2.10
FIL-500282,ACC-1003,MNQ,SELL,5,19768.00,2026-08-24T01:29:10Z,ORD-900254,maker,3.50
FIL-500283,ACC-1005,MCL,SELL,5,73.67,2026-08-24T01:31:01Z,ORD-900296,taker,3.50
FIL-500284,ACC-1015,MNQ,BUY,8,19769.50,2026-08-24T01:35:10Z,ORD-900391,taker,5.60
FIL-500285,ACC-1006,ES,SELL,1,5630.00,2026-08-24T01:38:04Z,ORD-900319,maker,2.10
FIL-500286,ACC-1001,MES,BUY,3,5628.75,2026-08-24T01:46:48Z,ORD-900243,taker,2.10
FIL-500287,ACC-1016,MES,BUY,3,5628.75,2026-08-24T01:46:53Z,ORD-900427,maker,2.10
FIL-500288,ACC-1016,MES,BUY,3,5628.75,2026-08-24T01:46:54Z,ORD-900427,taker,2.10
FIL-500289,ACC-1009,GC,SELL,1,2486.70,2026-08-24T01:48:10Z,ORD-900340,taker,2.10
FIL-500290,ACC-1015,MNQ,BUY,6,19768.50,2026-08-24T01:53:18Z,ORD-900401,taker,4.20
FIL-500291,ACC-1015,MNQ,SELL,6,19767.75,2026-08-24T01:56:18Z,ORD-900402,maker,4.20
FIL-500292,ACC-1011,MCL,BUY,6,73.63,2026-08-24T01:57:46Z,ORD-900357,taker,4.20
FIL-500293,ACC-1007,MES,BUY,5,5629.75,2026-08-24T01:58:49Z,ORD-900325,maker,3.50
FIL-500294,ACC-1007,MES,BUY,5,5629.75,2026-08-24T01:58:52Z,ORD-900325,maker,3.50
FIL-500295,ACC-1016,MES,SELL,6,5628.00,2026-08-24T01:58:53Z,ORD-900428,taker,4.20
FIL-500296,ACC-1015,MES,BUY,3,5629.75,2026-08-24T02:04:32Z,ORD-900395,maker,2.10
FIL-500297,ACC-1001,MES,SELL,3,5629.75,2026-08-24T02:05:48Z,ORD-900244,taker,2.10
FIL-500298,ACC-1015,MNQ,SELL,8,19771.50,2026-08-24T02:06:10Z,ORD-900392,maker,5.60
FIL-500299,ACC-1015,MES,SELL,3,5630.50,2026-08-24T02:08:32Z,ORD-900396,taker,2.10
FIL-500300,ACC-1006,ES,BUY,1,5629.50,2026-08-24T02:09:04Z,ORD-900320,taker,2.10
FIL-500301,ACC-1011,MCL,SELL,6,73.61,2026-08-24T02:16:46Z,ORD-900358,taker,4.20
FIL-500302,ACC-1004,MES,BUY,3,5629.50,2026-08-24T02:17:56Z,ORD-900285,taker,2.10
FIL-500303,ACC-1004,MES,BUY,3,5629.50,2026-08-24T02:17:59Z,ORD-900285,taker,2.10
FIL-500304,ACC-1006,ES,SELL,2,5630.00,2026-08-24T02:30:01Z,ORD-900303,maker,4.20
FIL-500305,ACC-1007,MES,SELL,10,5630.25,2026-08-24T02:45:49Z,ORD-900326,maker,7.00
FIL-500306,ACC-1008,6E,SELL,2,1.1068,2026-08-24T02:47:46Z,ORD-900335,taker,4.96
FIL-500307,ACC-1006,MES,BUY,10,5628.50,2026-08-24T02:57:27Z,ORD-900309,maker,7.00
FIL-500308,ACC-1006,MES,BUY,10,5630.50,2026-08-24T02:59:09Z,ORD-900315,taker,7.00
FIL-500309,ACC-1017,MES,BUY,3,5631.25,2026-08-24T02:59:58Z,ORD-900437,taker,2.10
FIL-500310,ACC-1004,MES,SELL,6,5630.25,2026-08-24T03:04:56Z,ORD-900286,taker,4.20
FIL-500311,ACC-1006,ES,BUY,2,5629.25,2026-08-24T03:05:01Z,ORD-900304,maker,4.20
FIL-500312,ACC-1011,MCL,BUY,5,73.64,2026-08-24T03:06:58Z,ORD-900365,taker,3.50
FIL-500313,ACC-1011,MCL,BUY,5,73.64,2026-08-24T03:06:59Z,ORD-900365,taker,3.50
FIL-500314,ACC-1011,MCL,SELL,10,73.67,2026-08-24T03:10:58Z,ORD-900366,taker,7.00
FIL-500315,ACC-1006,MES,SELL,10,5627.50,2026-08-24T03:18:27Z,ORD-900310,taker,7.00
FIL-500316,ACC-1008,6E,BUY,2,1.1067,2026-08-24T03:23:46Z,ORD-900336,taker,4.96
FIL-500317,ACC-1015,MES,SELL,4,5629.25,2026-08-24T03:27:28Z,ORD-900417,maker,2.80
FIL-500318,ACC-1015,MES,SELL,4,5629.25,2026-08-24T03:27:29Z,ORD-900417,taker,2.80
FIL-500319,ACC-1006,MES,SELL,10,5630.25,2026-08-24T03:28:09Z,ORD-900316,taker,7.00
FIL-500320,ACC-1011,MCL,SELL,8,73.67,2026-08-24T03:28:14Z,ORD-900361,taker,5.60
FIL-500321,ACC-1009,GC,SELL,2,2487.40,2026-08-24T03:28:17Z,ORD-900345,taker,4.20
FIL-500322,ACC-1005,MCL,SELL,5,73.68,2026-08-24T03:30:12Z,ORD-900291,maker,3.50
FIL-500323,ACC-1005,MCL,SELL,5,73.68,2026-08-24T03:30:15Z,ORD-900291,maker,3.50
FIL-500324,ACC-1017,MES,SELL,3,5633.25,2026-08-24T03:34:58Z,ORD-900438,taker,2.10
FIL-500325,ACC-1015,MES,SELL,5,5628.00,2026-08-24T03:48:31Z,ORD-900377,taker,3.50
FIL-500326,ACC-1003,MNQ,SELL,6,19768.00,2026-08-24T03:50:18Z,ORD-900265,taker,4.20
FIL-500327,ACC-1001,MES,SELL,8,5630.00,2026-08-24T03:53:03Z,ORD-900239,maker,5.60
FIL-500328,ACC-1015,MNQ,BUY,4,19769.50,2026-08-24T03:55:44Z,ORD-900387,taker,2.80
FIL-500329,ACC-1007,MES,SELL,4,5630.50,2026-08-24T03:56:41Z,ORD-900327,taker,2.80
FIL-500330,ACC-1003,MNQ,BUY,6,19766.75,2026-08-24T03:58:18Z,ORD-900266,taker,4.20
FIL-500331,ACC-1015,MES,BUY,8,5629.00,2026-08-24T04:06:28Z,ORD-900418,taker,5.60
FIL-500332,ACC-1011,MCL,BUY,8,73.70,2026-08-24T04:13:14Z,ORD-900362,maker,5.60
FIL-500333,ACC-1005,MCL,BUY,10,73.63,2026-08-24T04:16:12Z,ORD-900292,taker,7.00
FIL-500334,ACC-1009,GC,BUY,2,2486.90,2026-08-24T04:16:17Z,ORD-900346,taker,4.20
FIL-500335,ACC-1006,ES,BUY,2,5628.25,2026-08-24T04:22:08Z,ORD-900307,taker,4.20
FIL-500336,ACC-1013,MNQ,SELL,2,19769.75,2026-08-24T04:27:25Z,ORD-900375,taker,1.40
FIL-500337,ACC-1002,MES,BUY,2,5629.50,2026-08-24T04:27:56Z,ORD-900251,taker,1.40
FIL-500338,ACC-1009,GC,SELL,1,2487.20,2026-08-24T04:27:57Z,ORD-900349,maker,2.10
FIL-500339,ACC-1002,MES,BUY,3,5629.50,2026-08-24T04:28:00Z,ORD-900251,taker,2.10
FIL-500340,ACC-1007,MES,BUY,4,5629.75,2026-08-24T04:31:41Z,ORD-900328,maker,2.80
FIL-500341,ACC-1015,MNQ,SELL,4,19770.75,2026-08-24T04:31:44Z,ORD-900388,taker,2.80
FIL-500342,ACC-1015,MNQ,SELL,10,19769.50,2026-08-24T04:33:41Z,ORD-900407,taker,7.00
FIL-500343,ACC-1015,MNQ,BUY,8,19768.75,2026-08-24T04:35:50Z,ORD-900399,taker,5.60
FIL-500344,ACC-1015,MES,BUY,5,5629.00,2026-08-24T04:38:31Z,ORD-900378,taker,3.50
FIL-500345,ACC-1009,GC,BUY,1,2487.40,2026-08-24T04:40:57Z,ORD-900350,maker,2.10
FIL-500346,ACC-1001,MES,BUY,8,5630.50,2026-08-24T04:43:03Z,ORD-900240,taker,5.60
FIL-500347,ACC-1015,MNQ,BUY,10,19770.50,2026-08-24T04:52:41Z,ORD-900408,taker,7.00
FIL-500348,ACC-1005,MCL,SELL,4,73.65,2026-08-24T04:54:25Z,ORD-900293,taker,2.80
FIL-500349,ACC-1013,MNQ,BUY,2,19770.75,2026-08-24T04:54:25Z,ORD-900376,taker,1.40
FIL-500350,ACC-1002,MES,SELL,5,5631.50,2026-08-24T04:54:56Z,ORD-900252,taker,3.50
FIL-500351,ACC-1006,ES,SELL,2,5629.00,2026-08-24T04:59:08Z,ORD-900308,taker,4.20
FIL-500352,ACC-1016,MES,BUY,2,5628.50,2026-08-24T05:06:33Z,ORD-900425,taker,1.40
FIL-500353,ACC-1016,MES,BUY,2,5628.50,2026-08-24T05:06:37Z,ORD-900425,maker,1.40
FIL-500354,ACC-1015,MNQ,SELL,8,19767.75,2026-08-24T05:26:50Z,ORD-900400,maker,5.60
FIL-500355,ACC-1003,MNQ,SELL,5,19769.50,2026-08-24T05:28:57Z,ORD-900271,taker,3.50
FIL-500356,ACC-1017,MES,SELL,5,5629.00,2026-08-24T05:30:48Z,ORD-900443,taker,3.50
FIL-500357,ACC-1005,MCL,BUY,4,73.62,2026-08-24T05:31:25Z,ORD-900294,taker,2.80
FIL-500358,ACC-1003,MNQ,BUY,5,19768.50,2026-08-24T05:33:57Z,ORD-900272,taker,3.50
FIL-500359,ACC-1016,MES,SELL,4,5628.25,2026-08-24T05:51:33Z,ORD-900426,maker,2.80
FIL-500360,ACC-1015,MES,BUY,2,5629.00,2026-08-24T05:55:07Z,ORD-900389,taker,1.40
FIL-500361,ACC-1017,MES,BUY,5,5630.00,2026-08-24T05:56:48Z,ORD-900444,taker,3.50
FIL-500362,ACC-1001,MCL,SELL,3,73.65,2026-08-24T05:58:53Z,ORD-900235,taker,2.10
FIL-500363,ACC-1017,MCL,SELL,2,73.71,2026-08-24T06:24:17Z,ORD-900445,maker,1.40
FIL-500364,ACC-1015,MES,SELL,2,5627.50,2026-08-24T06:31:07Z,ORD-900390,taker,1.40
FIL-500365,ACC-1004,MES,BUY,3,5629.50,2026-08-24T06:46:08Z,ORD-900277,taker,2.10
FIL-500366,ACC-1001,MCL,BUY,3,73.63,2026-08-24T06:50:53Z,ORD-900236,taker,2.10
FIL-500367,ACC-1017,MCL,BUY,2,73.69,2026-08-24T06:55:17Z,ORD-900446,maker,1.40
FIL-500368,ACC-1015,MES,SELL,4,5628.75,2026-08-24T07:00:09Z,ORD-900419,taker,2.80
FIL-500369,ACC-1015,MES,SELL,4,5628.75,2026-08-24T07:00:12Z,ORD-900419,maker,2.80
FIL-500370,ACC-1004,MES,SELL,3,5628.50,2026-08-24T07:07:08Z,ORD-900278,taker,2.10
FIL-500371,ACC-1009,GC,BUY,1,2486.60,2026-08-24T07:15:13Z,ORD-900337,maker,2.10
FIL-500372,ACC-1009,GC,SELL,1,2486.30,2026-08-24T07:21:13Z,ORD-900338,maker,2.10
FIL-500373,ACC-1015,MES,BUY,8,5630.25,2026-08-24T07:25:09Z,ORD-900420,maker,5.60
FIL-500374,ACC-1009,GC,BUY,1,2486.90,2026-08-24T07:30:48Z,ORD-900351,maker,2.10
FIL-500375,ACC-1018,MNQ,SELL,2,19768.50,2026-08-24T07:36:57Z,ORD-900455,taker,1.40
FIL-500376,ACC-1018,MNQ,SELL,3,19768.50,2026-08-24T07:37:01Z,ORD-900455,taker,2.10
FIL-500377,ACC-1018,MNQ,BUY,5,19766.50,2026-08-24T07:40:57Z,ORD-900456,maker,3.50
FIL-500378,ACC-1009,GC,SELL,1,2487.40,2026-08-24T07:44:48Z,ORD-900352,taker,2.10
FIL-500379,ACC-1017,MES,SELL,5,5630.75,2026-08-24T07:46:32Z,ORD-900433,maker,3.50
FIL-500380,ACC-1017,MES,BUY,5,5629.50,2026-08-24T07:50:32Z,ORD-900434,taker,3.50
FIL-500381,ACC-1006,ES,SELL,1,5629.25,2026-08-24T07:51:38Z,ORD-900305,taker,2.10
FIL-500382,ACC-1007,MES,BUY,3,5629.75,2026-08-24T07:57:17Z,ORD-900323,taker,2.10
FIL-500383,ACC-1007,MES,BUY,3,5629.75,2026-08-24T07:57:20Z,ORD-900323,taker,2.10
FIL-500384,ACC-1006,ES,BUY,1,5629.00,2026-08-24T08:25:38Z,ORD-900306,taker,2.10
FIL-500385,ACC-1006,MES,SELL,4,5629.75,2026-08-24T08:29:58Z,ORD-900317,taker,2.80
FIL-500386,ACC-1006,MES,SELL,4,5629.75,2026-08-24T08:29:59Z,ORD-900317,taker,2.80
FIL-500387,ACC-1008,6E,BUY,3,1.107,2026-08-24T08:37:21Z,ORD-900333,taker,7.44
FIL-500388,ACC-1015,MNQ,BUY,8,19769.00,2026-08-24T08:50:06Z,ORD-900379,taker,5.60
FIL-500389,ACC-1007,MES,SELL,6,5630.75,2026-08-24T08:52:17Z,ORD-900324,taker,4.20
FIL-500390,ACC-1003,MNQ,BUY,3,19767.50,2026-08-24T09:02:00Z,ORD-900259,maker,2.10
FIL-500391,ACC-1003,MNQ,BUY,3,19767.50,2026-08-24T09:02:02Z,ORD-900259,maker,2.10
FIL-500392,ACC-1005,MCL,SELL,5,73.59,2026-08-24T09:02:19Z,ORD-900287,taker,3.50
FIL-500393,ACC-1006,MES,BUY,8,5627.75,2026-08-24T09:05:58Z,ORD-900318,taker,5.60
FIL-500394,ACC-1008,6E,SELL,3,1.1072,2026-08-24T09:07:21Z,ORD-900334,taker,7.44
FIL-500395,ACC-1005,MCL,BUY,5,73.56,2026-08-24T09:10:19Z,ORD-900288,taker,3.50
FIL-500396,ACC-1004,MES,BUY,3,5630.00,2026-08-24T09:12:33Z,ORD-900273,taker,2.10
FIL-500397,ACC-1016,MES,BUY,4,5630.50,2026-08-24T09:21:17Z,ORD-900421,taker,2.80
FIL-500398,ACC-1016,MES,BUY,4,5630.50,2026-08-24T09:21:21Z,ORD-900421,taker,2.80
FIL-500399,ACC-1003,MNQ,SELL,6,19769.50,2026-08-24T09:22:00Z,ORD-900260,taker,4.20
FIL-500400,ACC-1009,GC,SELL,2,2487.00,2026-08-24T09:29:23Z,ORD-900341,taker,4.20
FIL-500401,ACC-1015,MNQ,SELL,8,19769.75,2026-08-24T09:31:06Z,ORD-900380,taker,5.60
FIL-500402,ACC-1011,MES,BUY,10,5629.75,2026-08-24T09:37:14Z,ORD-900355,maker,7.00
FIL-500403,ACC-1006,ES,BUY,2,5630.50,2026-08-24T09:39:21Z,ORD-900311,maker,4.20
FIL-500404,ACC-1018,MNQ,BUY,5,19767.25,2026-08-24T09:39:21Z,ORD-900453,maker,3.50
FIL-500405,ACC-1018,MNQ,BUY,5,19767.25,2026-08-24T09:39:24Z,ORD-900453,taker,3.50
FIL-500406,ACC-1016,MES,SELL,8,5631.50,2026-08-24T09:43:17Z,ORD-900422,taker,5.60
FIL-500407,ACC-1015,MNQ,BUY,4,19769.75,2026-08-24T09:52:03Z,ORD-900393,taker,2.80
FIL-500408,ACC-1006,ES,SELL,2,5631.00,2026-08-24T10:01:21Z,ORD-900312,taker,4.20
FIL-500409,ACC-1004,MES,SELL,3,5629.50,2026-08-24T10:02:33Z,ORD-900274,taker,2.10
FIL-500410,ACC-1009,GC,BUY,2,2486.50,2026-08-24T10:11:23Z,ORD-900342,taker,4.20
FIL-500411,ACC-1015,MNQ,BUY,2,19769.25,2026-08-24T10:16:27Z,ORD-900397,taker,1.40
FIL-500412,ACC-1015,MNQ,BUY,3,19769.25,2026-08-24T10:16:31Z,ORD-900397,taker,2.10
FIL-500413,ACC-1003,NQ,SELL,1,19769.00,2026-08-24T10:20:34Z,ORD-900267,taker,2.10
FIL-500414,ACC-1011,MES,SELL,10,5631.75,2026-08-24T10:29:14Z,ORD-900356,taker,7.00
FIL-500415,ACC-1011,MCL,BUY,5,73.67,2026-08-24T10:29:19Z,ORD-900369,taker,3.50
FIL-500416,ACC-1015,MNQ,SELL,4,19770.25,2026-08-24T10:31:03Z,ORD-900394,taker,2.80
FIL-500417,ACC-1002,MES,BUY,2,5629.25,2026-08-24T10:31:33Z,ORD-900247,taker,1.40
FIL-500418,ACC-1018,MNQ,SELL,10,19768.00,2026-08-24T10:34:21Z,ORD-900454,maker,7.00
FIL-500419,ACC-1006,ES,SELL,2,5630.50,2026-08-24T10:39:15Z,ORD-900299,taker,4.20
FIL-500420,ACC-1006,ES,SELL,2,5630.50,2026-08-24T10:39:19Z,ORD-900299,taker,4.20
FIL-500421,ACC-1003,NQ,BUY,1,19769.75,2026-08-24T10:44:34Z,ORD-900268,taker,2.10
FIL-500422,ACC-1006,ES,BUY,4,5628.50,2026-08-24T10:48:15Z,ORD-900300,taker,8.40
FIL-500423,ACC-1015,MNQ,BUY,5,19768.75,2026-08-24T10:56:23Z,ORD-900403,maker,3.50
FIL-500424,ACC-1015,MNQ,BUY,5,19768.75,2026-08-24T10:56:26Z,ORD-900403,taker,3.50
FIL-500425,ACC-1011,MCL,SELL,5,73.72,2026-08-24T10:57:19Z,ORD-900370,maker,3.50
FIL-500426,ACC-1015,MNQ,SELL,5,19770.50,2026-08-24T11:00:27Z,ORD-900398,taker,3.50
FIL-500427,ACC-1016,MES,SELL,3,5628.50,2026-08-24T11:11:19Z,ORD-900429,taker,2.10
FIL-500428,ACC-1016,MES,SELL,3,5628.50,2026-08-24T11:11:21Z,ORD-900429,taker,2.10
FIL-500429,ACC-1006,MES,SELL,3,5632.00,2026-08-24T11:13:14Z,ORD-900301,taker,2.10
FIL-500430,ACC-1002,MES,SELL,2,5631.25,2026-08-24T11:15:33Z,ORD-900248,maker,1.40
FIL-500431,ACC-1015,MNQ,SELL,10,19769.75,2026-08-24T11:25:23Z,ORD-900404,taker,7.00
FIL-500432,ACC-1006,MES,BUY,3,5631.00,2026-08-24T11:27:14Z,ORD-900302,taker,2.10
FIL-500433,ACC-1016,MES,BUY,6,5628.75,2026-08-24T11:37:19Z,ORD-900430,taker,4.20
FIL-500434,ACC-1009,GC,SELL,1,2486.60,2026-08-24T12:08:18Z,ORD-900353,taker,2.10
FIL-500435,ACC-1005,MCL,SELL,10,73.75,2026-08-24T12:08:27Z,ORD-900289,maker,7.00
FIL-500436,ACC-1003,NQ,SELL,1,19769.25,2026-08-24T12:11:27Z,ORD-900255,taker,2.10
FIL-500437,ACC-1009,GC,BUY,1,2486.10,2026-08-24T12:31:18Z,ORD-900354,maker,2.10
FIL-500438,ACC-1005,MCL,BUY,10,73.73,2026-08-24T12:35:27Z,ORD-900290,maker,7.00
FIL-500439,ACC-1017,MES,BUY,2,5628.00,2026-08-24T12:36:57Z,ORD-900449,taker,1.40
FIL-500440,ACC-1011,MES,BUY,5,5628.50,2026-08-24T12:38:59Z,ORD-900359,maker,3.50
FIL-500441,ACC-1003,NQ,BUY,1,19770.00,2026-08-24T12:48:27Z,ORD-900256,maker,2.10
FIL-500442,ACC-1002,MES,BUY,2,5628.50,2026-08-24T12:50:26Z,ORD-900249,taker,1.40
FIL-500443,ACC-1015,MNQ,SELL,10,19767.75,2026-08-24T12:55:41Z,ORD-900409,taker,7.00
FIL-500444,ACC-1011,MES,BUY,2,5629.25,2026-08-24T13:01:43Z,ORD-900367,taker,1.40
FIL-500445,ACC-1011,MES,BUY,2,5629.25,2026-08-24T13:01:46Z,ORD-900367,taker,1.40
FIL-500446,ACC-1015,MNQ,BUY,10,19765.75,2026-08-24T13:03:41Z,ORD-900410,taker,7.00
FIL-500447,ACC-1002,MES,SELL,2,5628.25,2026-08-24T13:05:26Z,ORD-900250,maker,1.40
FIL-500448,ACC-1011,MES,SELL,4,5631.25,2026-08-24T13:06:43Z,ORD-900368,taker,2.80
FIL-500449,ACC-1011,MES,SELL,5,5628.75,2026-08-24T13:07:59Z,ORD-900360,taker,3.50
FIL-500450,ACC-1017,MES,SELL,2,5626.50,2026-08-24T13:09:57Z,ORD-900450,maker,1.40
FIL-500451,ACC-1001,MES,BUY,5,5631.50,2026-08-24T13:27:55Z,ORD-900241,taker,3.50
FIL-500452,ACC-1001,MES,SELL,5,5631.25,2026-08-24T13:38:55Z,ORD-900242,taker,3.50
FIL-500453,ACC-1006,ES,BUY,1,5629.50,2026-08-24T13:40:34Z,ORD-900297,taker,2.10
FIL-500454,ACC-1001,MCL,BUY,4,73.73,2026-08-24T13:58:01Z,ORD-900237,taker,2.80
FIL-500455,ACC-1006,ES,SELL,1,5631.50,2026-08-24T13:58:34Z,ORD-900298,maker,2.10
FIL-500456,ACC-1008,6E,SELL,3,1.1064,2026-08-24T13:59:08Z,ORD-900331,taker,7.44
FIL-500457,ACC-1006,ES,BUY,3,5629.00,2026-08-24T14:02:01Z,ORD-900313,taker,6.30
FIL-500458,ACC-1007,MES,SELL,3,5629.00,2026-08-24T14:08:19Z,ORD-900321,taker,2.10
FIL-500459,ACC-1001,MCL,SELL,4,73.77,2026-08-24T14:13:01Z,ORD-900238,taker,2.80
FIL-500460,ACC-1003,NQ,SELL,2,19767.00,2026-08-24T14:22:22Z,ORD-900269,taker,4.20
FIL-500461,ACC-1008,6E,BUY,3,1.1067,2026-08-24T14:29:08Z,ORD-900332,maker,7.44
FIL-500462,ACC-1006,ES,SELL,3,5628.00,2026-08-24T14:33:01Z,ORD-900314,taker,6.30
FIL-500463,ACC-1004,MES,SELL,5,5627.25,2026-08-24T14:36:12Z,ORD-900283,taker,3.50
FIL-500464,ACC-1004,MES,SELL,5,5627.25,2026-08-24T14:36:14Z,ORD-900283,taker,3.50
FIL-500465,ACC-1001,MES,BUY,6,5629.25,2026-08-24T14:37:08Z,ORD-900233,taker,4.20
FIL-500466,ACC-1004,MES,BUY,10,5626.75,2026-08-24T14:39:12Z,ORD-900284,taker,7.00
FIL-500467,ACC-1007,MES,BUY,3,5629.25,2026-08-24T14:49:19Z,ORD-900322,taker,2.10
FIL-500468,ACC-1001,MES,SELL,6,5630.00,2026-08-24T14:53:08Z,ORD-900234,taker,4.20
FIL-500469,ACC-1008,6E,BUY,1,1.107,2026-08-24T14:58:29Z,ORD-900329,maker,2.48
FIL-500470,ACC-1003,NQ,BUY,2,19767.25,2026-08-24T15:04:22Z,ORD-900270,taker,4.20
FIL-500471,ACC-1008,6E,SELL,1,1.10695,2026-08-24T15:28:29Z,ORD-900330,taker,2.48
FIL-500472,ACC-1011,MCL,SELL,2,73.70,2026-08-24T15:42:19Z,ORD-900363,taker,1.40
FIL-500473,ACC-1015,MES,SELL,2,5630.25,2026-08-24T15:44:52Z,ORD-900381,maker,1.40
FIL-500474,ACC-1015,MES,SELL,2,5630.25,2026-08-24T15:44:53Z,ORD-900381,taker,1.40
FIL-500475,ACC-1015,MNQ,BUY,2,19768.50,2026-08-24T15:45:50Z,ORD-900415,taker,1.40
FIL-500476,ACC-1015,MNQ,BUY,2,19768.50,2026-08-24T15:45:53Z,ORD-900415,maker,1.40
FIL-500477,ACC-1015,MNQ,SELL,2,19769.50,2026-08-24T15:54:16Z,ORD-900413,taker,1.40
FIL-500478,ACC-1015,MNQ,SELL,2,19769.50,2026-08-24T15:54:17Z,ORD-900413,taker,1.40
FIL-500479,ACC-1002,MES,BUY,8,5629.25,2026-08-24T15:57:44Z,ORD-900245,taker,5.60
FIL-500480,ACC-1015,MNQ,BUY,4,19770.50,2026-08-24T16:06:16Z,ORD-900414,taker,2.80
FIL-500481,ACC-1011,MCL,BUY,2,73.73,2026-08-24T16:07:19Z,ORD-900364,maker,1.40
FIL-500482,ACC-1004,MES,BUY,2,5628.75,2026-08-24T16:07:46Z,ORD-900279,taker,1.40
FIL-500483,ACC-1004,MES,BUY,3,5628.75,2026-08-24T16:07:49Z,ORD-900279,maker,2.10
FIL-500484,ACC-1004,MES,SELL,5,5630.75,2026-08-24T16:10:46Z,ORD-900280,taker,3.50
FIL-500485,ACC-1015,MNQ,SELL,4,19768.75,2026-08-24T16:11:50Z,ORD-900416,taker,2.80
